ปี,เดือน,ประเภทการทำการประมง,เครื่องมือ,ขนาดเรือ,พื้นที่ทำการประมง,ชนิดสัตว์น้ำ,ปริมาณ(ตัน),มูลค่า(พันบาท)
2566,กรกฎาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาน้ำดอกไม้,361,20222
2566,กรกฎาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลากระโทงแทง,6,360
2566,กรกฎาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาจวด,108,5033
2566,กรกฎาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาทรายแดง,613,32666
2566,กรกฎาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาทรายขาว,60,2124
2566,กรกฎาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาปากคม,281,9066
2566,กรกฎาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาดาบเงิน,101,8313
2566,กรกฎาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลากะพงแดง,152,22887
2566,กรกฎาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาตาโต,401,17209
2566,กรกฎาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาดุกทะเล,2,224
2566,กรกฎาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลากดทะเล,9,542
2566,กรกฎาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาฉลาม,2,126
2566,กรกฎาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลายอดจาก,10,422
2566,กรกฎาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาเก๋า,7,1331
2566,กรกฎาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาเลยหน้าดิน,2155,87105
2566,กรกฎาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาเลยผิวน้ำ,236,9539
2566,กรกฎาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาเป็ด,13383,122901
2566,กรกฎาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปูม้า,1,211
2566,กรกฎาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปูทะเล,3,786
2566,กรกฎาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปูอื่นๆ,31,5349
2566,กรกฎาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,หมึกกล้วย,1703,370194
2566,กรกฎาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,หมึกกระดอง,169,28641
2566,กรกฎาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,หมึกสาย,4,480
2566,กรกฎาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,หมึกหอม,59,13882
2566,กรกฎาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,หอยเชลล์,9,1132
2566,กรกฎาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,หอยอื่นๆ,1,71
2566,กรกฎาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,สัตว์น้ำอื่นๆ,3,246
2566,กรกฎาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 150 ตันกรอสขึ้นไป,อันดามัน,ปลาลัง,4,289
2566,กรกฎาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 150 ตันกรอสขึ้นไป,อันดามัน,ปลาอินทรี,1,181
2566,กรกฎาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 150 ตันกรอสขึ้นไป,อันดามัน,ปลาทูแขก,3,91
2566,กรกฎาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 150 ตันกรอสขึ้นไป,อันดามัน,ปลาแข้งไก่,3,116
2566,กรกฎาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 150 ตันกรอสขึ้นไป,อันดามัน,ปลาสีกุน,4,156
2566,กรกฎาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 150 ตันกรอสขึ้นไป,อันดามัน,ปลาสีกุนตาโต,1,52
2566,กรกฎาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 150 ตันกรอสขึ้นไป,อันดามัน,ปลากะตัก,1,17
2566,กรกฎาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 150 ตันกรอสขึ้นไป,อันดามัน,ปลาน้ำดอกไม้,2,112
2566,กรกฎาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 150 ตันกรอสขึ้นไป,อันดามัน,ปลาทรายแดง,1,53
2566,กรกฎาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 150 ตันกรอสขึ้นไป,อันดามัน,ปลาปากคม,1,32
2566,กรกฎาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 150 ตันกรอสขึ้นไป,อันดามัน,ปลากะพงแดง,3,452
2566,กรกฎาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 150 ตันกรอสขึ้นไป,อันดามัน,ปลาตาโต,2,86
2566,กรกฎาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 150 ตันกรอสขึ้นไป,อันดามัน,ปลาเลยหน้าดิน,7,283
2566,กรกฎาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 150 ตันกรอสขึ้นไป,อันดามัน,ปลาเลยผิวน้ำ,1,40
2566,กรกฎาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 150 ตันกรอสขึ้นไป,อันดามัน,ปลาเป็ด,97,891
2566,กรกฎาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 150 ตันกรอสขึ้นไป,อันดามัน,หมึกกล้วย,1,217
2566,กรกฎาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 150 ตันกรอสขึ้นไป,อ่าวไทย,ปลาทู,4,302
2566,กรกฎาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 150 ตันกรอสขึ้นไป,อ่าวไทย,ปลาอินทรี,2,361
2566,กรกฎาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 150 ตันกรอสขึ้นไป,อ่าวไทย,ปลาดาบลาว,1,62
2566,กรกฎาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 150 ตันกรอสขึ้นไป,อ่าวไทย,ปลาสีกุน,9,351
2566,กรกฎาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 150 ตันกรอสขึ้นไป,อ่าวไทย,ปลาสีกุนตาโต,2,104
2566,กรกฎาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 150 ตันกรอสขึ้นไป,อ่าวไทย,ปลากุเรา,6,1038
2566,กรกฎาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 150 ตันกรอสขึ้นไป,อ่าวไทย,ปลาหลังเขียว,13,215
2566,กรกฎาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 150 ตันกรอสขึ้นไป,อ่าวไทย,ปลาน้ำดอกไม้,3,168
2566,กรกฎาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 150 ตันกรอสขึ้นไป,อ่าวไทย,ปลาทรายแดง,5,266
2566,กรกฎาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 150 ตันกรอสขึ้นไป,อ่าวไทย,ปลาปากคม,2,65
2566,กรกฎาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 150 ตันกรอสขึ้นไป,อ่าวไทย,ปลาดาบเงิน,3,247
2566,กรกฎาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 150 ตันกรอสขึ้นไป,อ่าวไทย,ปลากะพงแดง,1,151
2566,กรกฎาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 150 ตันกรอสขึ้นไป,อ่าวไทย,ปลาตาโต,2,86
2566,กรกฎาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 150 ตันกรอสขึ้นไป,อ่าวไทย,ปลาเลยหน้าดิน,11,445
2566,กรกฎาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 150 ตันกรอสขึ้นไป,อ่าวไทย,ปลาเลยผิวน้ำ,202,8165
2566,กรกฎาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 150 ตันกรอสขึ้นไป,อ่าวไทย,ปลาเป็ด,80,735
2566,กรกฎาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 150 ตันกรอสขึ้นไป,อ่าวไทย,หมึกกล้วย,9,1956
2566,กรกฎาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 150 ตันกรอสขึ้นไป,อ่าวไทย,หมึกกระดอง,1,169
2566,กรกฎาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 150 ตันกรอสขึ้นไป,อ่าวไทย,หมึกหอม,1,235
2566,กรกฎาคม,พาณิชย์,อวนลากคานถ่าง,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปลาทรายขาว,1,35
2566,กรกฎาคม,พาณิชย์,อวนลากคานถ่าง,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปลาลิ้นหมา,1,86
2566,กรกฎาคม,พาณิชย์,อวนลากคานถ่าง,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปลาเลยหน้าดิน,23,929
2566,กรกฎาคม,พาณิชย์,อวนลากคานถ่าง,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปลาเป็ด,1,9
2566,กรกฎาคม,พาณิชย์,อวนลากคานถ่าง,น้อยกว่า 30 ตันกรอส,อ่าวไทย,กุ้งแชบ๊วย,57,16281
2566,กรกฎาคม,พาณิชย์,อวนลากคานถ่าง,น้อยกว่า 30 ตันกรอส,อ่าวไทย,กุ้งกุลาลาย,8,3042
2566,กรกฎาคม,พาณิชย์,อวนลากคานถ่าง,น้อยกว่า 30 ตันกรอส,อ่าวไทย,กุ้งโอคัก,34,5137
2566,กรกฎาคม,พาณิชย์,อวนลากคานถ่าง,น้อยกว่า 30 ตันกรอส,อ่าวไทย,กุ้งอื่นๆ,3,285
2566,กรกฎาคม,พาณิชย์,อวนลากคานถ่าง,น้อยกว่า 30 ตันกรอส,อ่าวไทย,กั้งไข่,2,158
2566,กรกฎาคม,พาณิชย์,อวนลากคานถ่าง,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปูม้า,54,11372
2566,กรกฎาคม,พาณิชย์,อวนลากคานถ่าง,น้อยกว่า 30 ตันกรอส,อ่าวไทย,หมึกกระดอง,13,2203
2566,กรกฎาคม,พาณิชย์,อวนลากคานถ่าง,น้อยกว่า 30 ตันกรอส,อ่าวไทย,หอยเชลล์,3,378
2566,กรกฎาคม,พาณิชย์,อวนลากคานถ่าง,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาจวด,11,513
2566,กรกฎาคม,พาณิชย์,อวนลากคานถ่าง,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาทรายแดง,3,160
2566,กรกฎาคม,พาณิชย์,อวนลากคานถ่าง,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาทรายขาว,4,141
2566,กรกฎาคม,พาณิชย์,อวนลากคานถ่าง,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาเห็ดโคน,1,95
2566,กรกฎาคม,พาณิชย์,อวนลากคานถ่าง,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลากระเบน,9,468
2566,กรกฎาคม,พาณิชย์,อวนลากคานถ่าง,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาลิ้นหมา,34,2925
2566,กรกฎาคม,พาณิชย์,อวนลากคานถ่าง,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาเลยหน้าดิน,69,2789
2566,กรกฎาคม,พาณิชย์,อวนลากคานถ่าง,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาเป็ด,21,193
2566,กรกฎาคม,พาณิชย์,อวนลากคานถ่าง,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,กุ้งแชบ๊วย,134,38274
2566,กรกฎาคม,พาณิชย์,อวนลากคานถ่าง,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,กุ้งกุลาดำ,1,431
2566,กรกฎาคม,พาณิชย์,อวนลากคานถ่าง,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,กุ้งกุลาลาย,9,3421
2566,กรกฎาคม,พาณิชย์,อวนลากคานถ่าง,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,กุ้งโอคัก,109,16472
2566,กรกฎาคม,พาณิชย์,อวนลากคานถ่าง,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,กุ้งอื่นๆ,8,762
2566,กรกฎาคม,พาณิชย์,อวนลากคานถ่าง,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,กั้งไข่,31,2439
2566,กรกฎาคม,พาณิชย์,อวนลากคานถ่าง,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปูม้า,118,24849
2566,กรกฎาคม,พาณิชย์,อวนลากคานถ่าง,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปูอื่นๆ,17,2933
2566,กรกฎาคม,พาณิชย์,อวนลากคานถ่าง,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,หมึกกระดอง,54,9152
2566,กรกฎาคม,พาณิชย์,อวนลากคานถ่าง,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,หมึกสาย,3,360
2566,กรกฎาคม,พาณิชย์,อวนลากคานถ่าง,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,หอยแครง,4,595
2566,กรกฎาคม,พาณิชย์,อวนลากคานถ่าง,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,หอยเชลล์,25,3146
2566,กรกฎาคม,พาณิชย์,อวนลากคานถ่าง,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาจวด,9,419
2566,กรกฎาคม,พาณิชย์,อวนลากคานถ่าง,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาทรายแดง,8,426
2566,กรกฎาคม,พาณิชย์,อวนลากคานถ่าง,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาทรายขาว,8,283
2566,กรกฎาคม,พาณิชย์,อวนลากคานถ่าง,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลากดทะเล,1,60
2566,กรกฎาคม,พาณิชย์,อวนลากคานถ่าง,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลากระเบน,11,572
2566,กรกฎาคม,พาณิชย์,อวนลากคานถ่าง,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาลิ้นหมา,34,2926
2566,กรกฎาคม,พาณิชย์,อวนลากคานถ่าง,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาเลยหน้าดิน,67,2708
2566,กรกฎาคม,พาณิชย์,อวนลากคานถ่าง,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาเป็ด,20,183
2566,กรกฎาคม,พาณิชย์,อวนลากคานถ่าง,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,กุ้งแชบ๊วย,130,37131
2566,กรกฎาคม,พาณิชย์,อวนลากคานถ่าง,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,กุ้งกุลาลาย,7,2661
2566,กรกฎาคม,พาณิชย์,อวนลากคานถ่าง,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,กุ้งโอคัก,98,14808
2566,กรกฎาคม,พาณิชย์,อวนลากคานถ่าง,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,กุ้งอื่นๆ,9,857
2566,กรกฎาคม,พาณิชย์,อวนลากคานถ่าง,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,กั้งไข่,10,787
2566,กรกฎาคม,พาณิชย์,อวนลากคานถ่าง,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปูม้า,118,24849
2566,กรกฎาคม,พาณิชย์,อวนลากคานถ่าง,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปูอื่นๆ,8,1381
2566,กรกฎาคม,พาณิชย์,อวนลากคานถ่าง,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,หมึกกระดอง,39,6609
2566,กรกฎาคม,พาณิชย์,อวนลากคานถ่าง,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,หมึกสาย,3,360
2566,กรกฎาคม,พาณิชย์,อวนลากคานถ่าง,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,หอยแครง,1,149
2566,กรกฎาคม,พาณิชย์,อวนลากคานถ่าง,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,หอยเชลล์,26,3272
2566,กรกฎาคม,พาณิชย์,อวนล้อมจับ,น้อยกว่า 30 ตันกรอส,อันดามัน,ปลาลัง,4,289
2566,กรกฎาคม,พาณิชย์,อวนล้อมจับ,น้อยกว่า 30 ตันกรอส,อันดามัน,ปลาแข้งไก่,3,116
2566,กรกฎาคม,พาณิชย์,อวนล้อมจับ,น้อยกว่า 30 ตันกรอส,อันดามัน,ปลาสีกุน,2,78
2566,กรกฎาคม,พาณิชย์,อวนล้อมจับ,น้อยกว่า 30 ตันกรอส,อันดามัน,ปลาสีกุนตาโต,1,52
2566,กรกฎาคม,พาณิชย์,อวนล้อมจับ,น้อยกว่า 30 ตันกรอส,อันดามัน,ปลาหลังเขียว,2,33
2566,กรกฎาคม,พาณิชย์,อวนล้อมจับ,น้อยกว่า 30 ตันกรอส,อันดามัน,ปลาน้ำดอกไม้,1,56
2566,กรกฎาคม,พาณิชย์,อวนล้อมจับ,น้อยกว่า 30 ตันกรอส,อันดามัน,ปลาเลยหน้าดิน,3,121
2566,กรกฎาคม,พาณิชย์,อวนล้อมจับ,น้อยกว่า 30 ตันกรอส,อันดามัน,ปลาเป็ด,25,229
2566,กรกฎาคม,พาณิชย์,อวนล้อมจับ,น้อยกว่า 30 ตันกรอส,อันดามัน,หมึกกล้วย,2,435
2566,กรกฎาคม,พาณิชย์,อวนล้อมจับ,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปลาทู,113,8541
2566,กรกฎาคม,พาณิชย์,อวนล้อมจับ,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปลาลัง,20,1447
2566,กรกฎาคม,พาณิชย์,อวนล้อมจับ,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปลาดาบลาว,1,62
2566,กรกฎาคม,พาณิชย์,อวนล้อมจับ,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปลาโอดำ,1,59
2566,กรกฎาคม,พาณิชย์,อวนล้อมจับ,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปลาแข้งไก่,5,194
2566,กรกฎาคม,พาณิชย์,อวนล้อมจับ,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปลาสีกุน,55,2143
2566,กรกฎาคม,พาณิชย์,อวนล้อมจับ,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปลาสีกุนตาโต,12,626
2566,กรกฎาคม,พาณิชย์,อวนล้อมจับ,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปลาหลังเขียว,118,1947
2566,กรกฎาคม,พาณิชย์,อวนล้อมจับ,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปลาน้ำดอกไม้,36,2016
2566,กรกฎาคม,พาณิชย์,อวนล้อมจับ,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปลาปากคม,1,32
2566,กรกฎาคม,พาณิชย์,อวนล้อมจับ,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปลาเลยหน้าดิน,60,2425
2566,กรกฎาคม,พาณิชย์,อวนล้อมจับ,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปลาเป็ด,177,1626
2566,กรกฎาคม,พาณิชย์,อวนล้อมจับ,น้อยกว่า 30 ตันกรอส,อ่าวไทย,หมึกกล้วย,6,1304
2566,กรกฎาคม,พาณิชย์,อวนล้อมจับ,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปลาทู,2,151
2566,กรกฎาคม,พาณิชย์,อวนล้อมจับ,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปลาลัง,61,4413
2566,กรกฎาคม,พาณิชย์,อวนล้อมจับ,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปลาอินทรี,1,181
2566,กรกฎาคม,พาณิชย์,อวนล้อมจับ,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปลาโอดำ,36,2132
2566,กรกฎาคม,พาณิชย์,อวนล้อมจับ,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปลาโอลาย,73,3746
2566,กรกฎาคม,พาณิชย์,อวนล้อมจับ,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปลาโอแกลบ,1,38
2566,กรกฎาคม,พาณิชย์,อวนล้อมจับ,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปลาโอหลอด,5,177
2566,กรกฎาคม,พาณิชย์,อวนล้อมจับ,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปลาทูแขก,24,731
2566,กรกฎาคม,พาณิชย์,อวนล้อมจับ,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปลาแข้งไก่,90,3479
2566,กรกฎาคม,พาณิชย์,อวนล้อมจับ,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปลาสีกุน,69,2689
2566,กรกฎาคม,พาณิชย์,อวนล้อมจับ,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปลาสีกุนตาโต,26,1355
2566,กรกฎาคม,พาณิชย์,อวนล้อมจับ,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปลาหลังเขียว,108,1782
2566,กรกฎาคม,พาณิชย์,อวนล้อมจับ,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปลาน้ำดอกไม้,9,504
2566,กรกฎาคม,พาณิชย์,อวนล้อมจับ,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปลากระโทงแทงร่ม,2,120
2566,กรกฎาคม,พาณิชย์,อวนล้อมจับ,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปลาทูน่าท้องแถบ,7,420
2566,กรกฎาคม,พาณิชย์,อวนล้อมจับ,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปลาปากคม,2,64
2566,กรกฎาคม,พาณิชย์,อวนล้อมจับ,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปลากะพงแดง,4,603
2566,กรกฎาคม,พาณิชย์,อวนล้อมจับ,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปลาเลยหน้าดิน,52,2102
2566,กรกฎาคม,พาณิชย์,อวนล้อมจับ,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปลาเลยผิวน้ำ,4,162
2566,กรกฎาคม,พาณิชย์,อวนล้อมจับ,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปลาเป็ด,200,1837
2566,กรกฎาคม,พาณิชย์,อวนล้อมจับ,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,หมึกกล้วย,4,869
2566,กรกฎาคม,พาณิชย์,อวนล้อมจับ,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาทู,761,57516
